Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
30,29,5,6,25,24,44,Train/44/00044_00241_00005.png
30,29,5,6,25,24,44,Train/44/00044_00241_00006.png
32,29,6,5,27,24,44,Train/44/00044_00241_00007.png
32,29,5,5,26,24,44,Train/44/00044_00241_00008.png
32,31,5,6,27,26,44,Train/44/00044_00241_00009.png
33,30,6,5,28,25,44,Train/44/00044_00241_00010.png
33,31,5,5,27,25,44,Train/44/00044_00241_00011.png
35,32,6,5,30,27,44,Train/44/00044_00241_00012.png
36,33,5,5,30,28,44,Train/44/00044_00241_00013.png
38,35,6,6,33,30,44,Train/44/00044_00241_00014.png
39,35,6,5,33,29,44,Train/44/00044_00241_00015.png
40,37,6,6,34,31,44,Train/44/00044_00241_00016.png
40,37,5,6,34,32,44,Train/44/00044_00241_00017.png
40,38,5,5,35,32,44,Train/44/00044_00241_00018.png
43,40,6,6,38,35,44,Train/44/00044_00241_00019.png
44,42,6,6,39,36,44,Train/44/00044_00241_00020.png
46,42,6,5,41,37,44,Train/44/00044_00241_00021.png
48,44,6,5,43,39,44,Train/44/00044_00241_00022.png
49,47,5,6,44,42,44,Train/44/00044_00241_00023.png
49,47,5,6,44,42,44,Train/44/00044_00241_00024.png
51,48,5,5,46,43,44,Train/44/00044_00241_00025.png
51,48,5,5,46,43,44,Train/44/00044_00241_00026.png
53,50,6,6,48,45,44,Train/44/00044_00241_00027.png
55,51,6,5,50,46,44,Train/44/00044_00241_00028.png
59,55,5,6,54,50,44,Train/44/00044_00242_00000.png
68,60,7,5,62,55,44,Train/44/00044_00242_00001.png
74,67,7,6,68,61,44,Train/44/00044_00242_00002.png
27,25,6,5,22,20,44,Train/44/00044_00242_00003.png
27,27,6,6,22,21,44,Train/44/00044_00242_00004.png
28,28,5,6,22,22,44,Train/44/00044_00242_00005.png
29,27,5,5,23,22,44,Train/44/00044_00242_00006.png
30,28,6,5,25,22,44,Train/44/00044_00242_00007.png
30,28,6,6,25,23,44,Train/44/00044_00242_00008.png
31,29,6,6,26,24,44,Train/44/00044_00242_00009.png
32,30,5,6,26,25,44,Train/44/00044_00242_00010.png
33,31,6,5,28,25,44,Train/44/00044_00242_00011.png
35,31,6,5,29,25,44,Train/44/00044_00242_00012.png
35,32,5,6,29,27,44,Train/44/00044_00242_00013.png
35,34,5,6,30,28,44,Train/44/00044_00242_00014.png
37,35,5,6,31,29,44,Train/44/00044_00242_00015.png
38,36,5,6,32,30,44,Train/44/00044_00242_00016.png
39,36,5,5,33,30,44,Train/44/00044_00242_00017.png
41,38,6,6,35,32,44,Train/44/00044_00242_00018.png
41,39,5,6,36,33,44,Train/44/00044_00242_00019.png
43,40,6,6,38,34,44,Train/44/00044_00242_00020.png
45,42,5,6,40,36,44,Train/44/00044_00242_00021.png
49,44,6,6,44,39,44,Train/44/00044_00242_00022.png
50,44,6,5,45,39,44,Train/44/00044_00242_00023.png
52,46,5,5,47,40,44,Train/44/00044_00242_00024.png
55,49,5,5,50,43,44,Train/44/00044_00242_00025.png
60,52,6,5,54,46,44,Train/44/00044_00242_00026.png
62,55,5,6,57,50,44,Train/44/00044_00242_00027.png
67,57,6,6,61,52,44,Train/44/00044_00242_00028.png
72,60,6,5,65,55,44,Train/44/00044_00243_00000.png
76,66,6,6,69,60,44,Train/44/00044_00243_00001.png
84,71,8,6,76,64,44,Train/44/00044_00243_00002.png
89,75,8,6,81,69,44,Train/44/00044_00243_00003.png
27,27,6,6,22,22,44,Train/44/00044_00243_00004.png
27,27,6,6,22,22,44,Train/44/00044_00243_00005.png
26,27,5,6,21,22,44,Train/44/00044_00243_00006.png
27,28,5,6,22,23,44,Train/44/00044_00243_00007.png
27,28,5,6,22,23,44,Train/44/00044_00243_00008.png
28,28,6,6,23,23,44,Train/44/00044_00243_00009.png
27,28,5,6,22,23,44,Train/44/00044_00243_00010.png
27,28,5,6,22,23,44,Train/44/00044_00243_00011.png
27,28,5,6,22,23,44,Train/44/00044_00243_00012.png
28,28,5,5,23,23,44,Train/44/00044_00243_00013.png
27,27,5,5,22,22,44,Train/44/00044_00243_00014.png
28,29,5,6,23,24,44,Train/44/00044_00243_00015.png
28,28,5,5,23,23,44,Train/44/00044_00243_00016.png
30,30,5,5,25,25,44,Train/44/00044_00243_00017.png
30,30,5,5,25,25,44,Train/44/00044_00243_00018.png
31,32,5,6,25,27,44,Train/44/00044_00243_00019.png
33,32,6,5,28,27,44,Train/44/00044_00243_00020.png
34,35,5,6,29,30,44,Train/44/00044_00243_00021.png
38,36,6,5,33,31,44,Train/44/00044_00243_00022.png
40,39,5,6,35,34,44,Train/44/00044_00243_00023.png
41,41,5,6,36,35,44,Train/44/00044_00243_00024.png
44,42,5,5,38,36,44,Train/44/00044_00243_00025.png
48,45,6,5,43,40,44,Train/44/00044_00243_00026.png
53,50,6,6,47,45,44,Train/44/00044_00243_00027.png
57,55,5,6,52,50,44,Train/44/00044_00243_00028.png
63,60,5,5,58,55,44,Train/44/00044_00244_00000.png
74,71,7,7,68,65,44,Train/44/00044_00244_00001.png
88,84,8,7,81,77,44,Train/44/00044_00244_00002.png
106,100,10,8,97,92,44,Train/44/00044_00244_00003.png
124,119,11,10,114,109,44,Train/44/00044_00244_00004.png
30,30,5,5,25,25,44,Train/44/00044_00244_00005.png
30,31,5,6,25,26,44,Train/44/00044_00244_00006.png
30,30,5,5,25,25,44,Train/44/00044_00244_00007.png
30,31,5,6,25,26,44,Train/44/00044_00244_00008.png
31,31,5,5,26,26,44,Train/44/00044_00244_00009.png
32,31,6,5,27,26,44,Train/44/00044_00244_00010.png
32,31,6,5,27,26,44,Train/44/00044_00244_00011.png
32,33,5,6,27,28,44,Train/44/00044_00244_00012.png
34,35,5,6,29,30,44,Train/44/00044_00244_00013.png
35,34,6,5,30,29,44,Train/44/00044_00244_00014.png
34,34,5,5,29,29,44,Train/44/00044_00244_00015.png
35,35,6,6,30,30,44,Train/44/00044_00244_00016.png
35,35,5,5,30,30,44,Train/44/00044_00244_00017.png
36,36,6,6,31,31,44,Train/44/00044_00244_00018.png
36,36,6,6,31,31,44,Train/44/00044_00244_00019.png
40,40,6,6,35,35,44,Train/44/00044_00244_00020.png
39,40,5,6,34,35,44,Train/44/00044_00244_00021.png
40,40,6,6,35,35,44,Train/44/00044_00244_00022.png
40,40,5,5,35,35,44,Train/44/00044_00244_00023.png
41,40,6,5,36,35,44,Train/44/00044_00244_00024.png
42,43,5,6,37,38,44,Train/44/00044_00244_00025.png
44,44,5,5,39,39,44,Train/44/00044_00244_00026.png
45,45,6,6,40,40,44,Train/44/00044_00244_00027.png
48,48,5,5,43,43,44,Train/44/00044_00244_00028.png
50,50,5,5,45,45,44,Train/44/00044_00245_00000.png
53,53,6,6,48,48,44,Train/44/00044_00245_00001.png
55,55,6,6,50,50,44,Train/44/00044_00245_00002.png
61,61,6,6,56,56,44,Train/44/00044_00245_00003.png
73,72,7,6,67,66,44,Train/44/00044_00245_00004.png
76,76,6,6,70,70,44,Train/44/00044_00245_00005.png
36,36,5,5,31,31,44,Train/44/00044_00245_00006.png
37,36,6,5,32,31,44,Train/44/00044_00245_00007.png
36,36,5,5,31,31,44,Train/44/00044_00245_00008.png
37,36,6,5,32,31,44,Train/44/00044_00245_00009.png
38,38,6,6,33,33,44,Train/44/00044_00245_00010.png
39,38,6,5,34,33,44,Train/44/00044_00245_00011.png
39,40,5,6,34,35,44,Train/44/00044_00245_00012.png
39,40,5,6,34,35,44,Train/44/00044_00245_00013.png
39,39,5,5,34,34,44,Train/44/00044_00245_00014.png
40,40,6,6,35,35,44,Train/44/00044_00245_00015.png
39,40,5,6,34,35,44,Train/44/00044_00245_00016.png
40,40,6,6,35,35,44,Train/44/00044_00245_00017.png
40,40,6,6,35,35,44,Train/44/00044_00245_00018.png
39,39,5,5,34,34,44,Train/44/00044_00245_00019.png
43,42,6,5,38,37,44,Train/44/00044_00245_00020.png
43,43,6,6,38,38,44,Train/44/00044_00245_00021.png
43,42,6,5,38,37,44,Train/44/00044_00245_00022.png
43,43,6,6,38,38,44,Train/44/00044_00245_00023.png
45,44,6,5,40,39,44,Train/44/00044_00245_00024.png
45,44,6,5,40,39,44,Train/44/00044_00245_00025.png
47,47,6,6,42,42,44,Train/44/00044_00245_00026.png
47,47,6,6,42,42,44,Train/44/00044_00245_00027.png
47,47,6,6,42,42,44,Train/44/00044_00245_00028.png
50,50,6,6,45,45,44,Train/44/00044_00246_00000.png
52,52,5,5,47,47,44,Train/44/00044_00246_00001.png
54,54,5,5,49,49,44,Train/44/00044_00246_00002.png
56,57,5,6,51,52,44,Train/44/00044_00246_00003.png
57,57,6,6,52,52,44,Train/44/00044_00246_00004.png
59,58,6,5,54,53,44,Train/44/00044_00246_00005.png
61,60,6,5,56,55,44,Train/44/00044_00246_00006.png
29,25,6,5,24,20,44,Train/44/00044_00246_00007.png
31,29,6,6,26,23,44,Train/44/00044_00246_00008.png
33,29,6,5,28,24,44,Train/44/00044_00246_00009.png
35,33,6,6,30,27,44,Train/44/00044_00246_00010.png
35,33,5,6,29,27,44,Train/44/00044_00246_00011.png
37,32,6,5,31,27,44,Train/44/00044_00246_00012.png
37,34,6,6,32,29,44,Train/44/00044_00246_00013.png
37,33,6,5,32,28,44,Train/44/00044_00246_00014.png
37,34,5,5,32,29,44,Train/44/00044_00246_00015.png
38,35,5,6,33,30,44,Train/44/00044_00246_00016.png
40,35,6,5,35,30,44,Train/44/00044_00246_00017.png
40,37,5,6,35,32,44,Train/44/00044_00246_00018.png
42,37,6,5,36,31,44,Train/44/00044_00246_00019.png
42,38,5,5,36,32,44,Train/44/00044_00246_00020.png
44,40,6,6,38,34,44,Train/44/00044_00246_00021.png
44,40,6,6,39,35,44,Train/44/00044_00246_00022.png
45,41,5,5,40,35,44,Train/44/00044_00246_00023.png
47,43,5,6,41,37,44,Train/44/00044_00246_00024.png
49,44,6,5,44,38,44,Train/44/00044_00246_00025.png
51,46,6,5,46,40,44,Train/44/00044_00246_00026.png
54,48,6,6,49,43,44,Train/44/00044_00246_00027.png
57,50,6,5,52,45,44,Train/44/00044_00246_00028.png
58,52,5,5,53,47,44,Train/44/00044_00247_00000.png
63,55,6,5,57,50,44,Train/44/00044_00247_00001.png
64,57,5,5,59,52,44,Train/44/00044_00247_00002.png
71,62,7,5,65,56,44,Train/44/00044_00247_00003.png
75,69,6,7,69,62,44,Train/44/00044_00247_00004.png
81,71,8,7,74,65,44,Train/44/00044_00247_00005.png
88,77,7,7,80,71,44,Train/44/00044_00247_00006.png
95,84,8,8,87,77,44,Train/44/00044_00247_00007.png
28,25,5,5,23,20,44,Train/44/00044_00247_00008.png
30,27,5,5,25,22,44,Train/44/00044_00247_00009.png
31,28,6,6,26,23,44,Train/44/00044_00247_00010.png
30,28,5,6,25,23,44,Train/44/00044_00247_00011.png
30,28,5,6,25,23,44,Train/44/00044_00247_00012.png
31,27,5,5,25,22,44,Train/44/00044_00247_00013.png
31,30,5,6,26,24,44,Train/44/00044_00247_00014.png
31,29,6,6,26,24,44,Train/44/00044_00247_00015.png
32,30,6,6,26,25,44,Train/44/00044_00247_00016.png
33,31,6,5,27,25,44,Train/44/00044_00247_00017.png
35,32,6,5,29,26,44,Train/44/00044_00247_00018.png
35,32,5,5,29,27,44,Train/44/00044_00247_00019.png
37,34,6,5,31,28,44,Train/44/00044_00247_00020.png
37,35,6,6,32,30,44,Train/44/00044_00247_00021.png
39,36,6,6,33,31,44,Train/44/00044_00247_00022.png
40,38,5,6,34,33,44,Train/44/00044_00247_00023.png
42,38,6,5,36,33,44,Train/44/00044_00247_00024.png
42,41,5,6,37,36,44,Train/44/00044_00247_00025.png
45,43,6,6,40,38,44,Train/44/00044_00247_00026.png
47,45,6,6,42,40,44,Train/44/00044_00247_00027.png
48,46,6,6,43,41,44,Train/44/00044_00247_00028.png
50,48,5,5,45,43,44,Train/44/00044_00248_00000.png
52,48,6,6,47,43,44,Train/44/00044_00248_00001.png
57,53,5,5,52,48,44,Train/44/00044_00248_00002.png
58,54,6,6,53,49,44,Train/44/00044_00248_00003.png
62,59,5,6,57,54,44,Train/44/00044_00248_00004.png
71,59,6,5,65,54,44,Train/44/00044_00248_00005.png
73,73,6,7,67,67,44,Train/44/00044_00248_00006.png
86,76,7,6,79,70,44,Train/44/00044_00248_00007.png
99,88,9,8,91,81,44,Train/44/00044_00248_00008.png
27,26,5,5,22,20,44,Train/44/00044_00248_00009.png
28,27,5,6,23,22,44,Train/44/00044_00248_00010.png
29,26,6,5,24,21,44,Train/44/00044_00248_00011.png
28,27,5,6,23,22,44,Train/44/00044_00248_00012.png
28,26,5,5,23,21,44,Train/44/00044_00248_00013.png
31,27,6,5,26,22,44,Train/44/00044_00248_00014.png
31,28,6,6,26,23,44,Train/44/00044_00248_00015.png
31,28,6,6,26,23,44,Train/44/00044_00248_00016.png
31,29,5,6,26,24,44,Train/44/00044_00248_00017.png
34,32,6,6,29,26,44,Train/44/00044_00248_00018.png
36,33,5,6,31,28,44,Train/44/00044_00248_00019.png
37,34,5,6,32,29,44,Train/44/00044_00248_00020.png
38,34,5,6,32,29,44,Train/44/00044_00248_00021.png
40,34,6,6,34,29,44,Train/44/00044_00248_00022.png
39,34,5,5,34,29,44,Train/44/00044_00248_00023.png
42,36,6,5,37,31,44,Train/44/00044_00248_00024.png
45,39,6,5,40,34,44,Train/44/00044_00248_00025.png
47,42,5,5,41,36,44,Train/44/00044_00248_00026.png
50,45,5,5,45,40,44,Train/44/00044_00248_00027.png
55,49,6,5,49,43,44,Train/44/00044_00248_00028.png
56,51,6,6,51,46,44,Train/44/00044_00249_00000.png
59,54,5,5,54,49,44,Train/44/00044_00249_00001.png
64,57,6,5,59,52,44,Train/44/00044_00249_00002.png
70,61,6,5,64,56,44,Train/44/00044_00249_00003.png
76,69,6,6,70,63,44,Train/44/00044_00249_00004.png
86,75,8,6,79,69,44,Train/44/00044_00249_00005.png
97,87,8,7,89,80,44,Train/44/00044_00249_00006.png
111,100,9,8,102,92,44,Train/44/00044_00249_00007.png
131,119,12,11,120,109,44,Train/44/00044_00249_00008.png
166,152,15,14,152,139,44,Train/44/00044_00249_00009.png
29,31,5,6,24,26,44,Train/44/00044_00249_00010.png
31,30,6,5,25,25,44,Train/44/00044_00249_00011.png
31,31,5,6,26,26,44,Train/44/00044_00249_00012.png
33,31,6,5,28,25,44,Train/44/00044_00249_00013.png
34,32,5,6,29,27,44,Train/44/00044_00249_00014.png
36,33,6,6,30,27,44,Train/44/00044_00249_00015.png
37,34,6,6,32,29,44,Train/44/00044_00249_00016.png
37,34,5,5,31,28,44,Train/44/00044_00249_00017.png
38,36,5,6,33,31,44,Train/44/00044_00249_00018.png
38,35,5,5,33,30,44,Train/44/00044_00249_00019.png
40,37,5,6,35,32,44,Train/44/00044_00249_00020.png
41,37,5,5,36,31,44,Train/44/00044_00249_00021.png
43,39,5,6,37,33,44,Train/44/00044_00249_00022.png
44,39,6,6,39,34,44,Train/44/00044_00249_00023.png
44,39,5,5,39,34,44,Train/44/00044_00249_00024.png
45,41,5,6,40,35,44,Train/44/00044_00249_00025.png
47,41,6,6,42,36,44,Train/44/00044_00249_00026.png
44,42,5,6,39,37,44,Train/44/00044_00249_00027.png
45,42,5,6,40,37,44,Train/44/00044_00249_00028.png
50,42,6,5,45,37,44,Train/44/00044_00250_00000.png
50,43,5,5,45,38,44,Train/44/00044_00250_00001.png
51,44,5,5,46,39,44,Train/44/00044_00250_00002.png
54,46,6,6,48,41,44,Train/44/00044_00250_00003.png
55,47,6,5,50,42,44,Train/44/00044_00250_00004.png
57,49,6,6,51,44,44,Train/44/00044_00250_00005.png
59,51,6,6,53,46,44,Train/44/00044_00250_00006.png
59,52,5,6,54,47,44,Train/44/00044_00250_00007.png
63,54,6,5,58,48,44,Train/44/00044_00250_00008.png
65,56,6,6,59,51,44,Train/44/00044_00250_00009.png
69,58,6,5,63,53,44,Train/44/00044_00250_00010.png
33,32,5,5,28,27,44,Train/44/00044_00250_00011.png
33,33,5,6,28,28,44,Train/44/00044_00250_00012.png
35,35,6,6,30,29,44,Train/44/00044_00250_00013.png
35,35,5,6,30,30,44,Train/44/00044_00250_00014.png
36,34,6,5,31,29,44,Train/44/00044_00250_00015.png
36,36,5,6,31,31,44,Train/44/00044_00250_00016.png
38,37,6,6,33,32,44,Train/44/00044_00250_00017.png
38,37,6,6,33,32,44,Train/44/00044_00250_00018.png
38,37,5,5,33,32,44,Train/44/00044_00250_00019.png
39,39,5,6,34,34,44,Train/44/00044_00250_00020.png
41,40,5,6,36,35,44,Train/44/00044_00250_00021.png
43,40,6,6,38,35,44,Train/44/00044_00250_00022.png
44,41,6,6,39,36,44,Train/44/00044_00250_00023.png
44,42,6,5,39,37,44,Train/44/00044_00250_00024.png
45,44,6,6,40,39,44,Train/44/00044_00250_00025.png
47,46,5,6,42,41,44,Train/44/00044_00250_00026.png
49,46,6,5,44,41,44,Train/44/00044_00250_00027.png
50,48,6,6,45,43,44,Train/44/00044_00250_00028.png
52,51,5,6,47,46,44,Train/44/00044_00251_00000.png
55,52,6,5,50,47,44,Train/44/00044_00251_00001.png
56,53,6,5,51,48,44,Train/44/00044_00251_00002.png
58,57,5,6,53,52,44,Train/44/00044_00251_00003.png
61,59,6,6,56,53,44,Train/44/00044_00251_00004.png
63,59,6,5,58,54,44,Train/44/00044_00251_00005.png
68,65,6,6,62,60,44,Train/44/00044_00251_00006.png
72,71,7,7,66,64,44,Train/44/00044_00251_00007.png
81,77,8,7,74,71,44,Train/44/00044_00251_00008.png
87,81,8,7,80,74,44,Train/44/00044_00251_00009.png
92,85,8,7,84,78,44,Train/44/00044_00251_00010.png
105,99,10,8,96,91,44,Train/44/00044_00251_00011.png
34,34,5,6,29,29,44,Train/44/00044_00251_00012.png
35,34,5,5,29,28,44,Train/44/00044_00251_00013.png
37,35,6,5,32,29,44,Train/44/00044_00251_00014.png
38,36,6,6,33,31,44,Train/44/00044_00251_00015.png
38,37,6,6,33,31,44,Train/44/00044_00251_00016.png
39,38,5,6,33,32,44,Train/44/00044_00251_00017.png
39,38,5,6,34,33,44,Train/44/00044_00251_00018.png
40,38,6,5,35,32,44,Train/44/00044_00251_00019.png
42,39,6,6,37,34,44,Train/44/00044_00251_00020.png
42,39,5,5,37,34,44,Train/44/00044_00251_00021.png
43,41,5,6,38,36,44,Train/44/00044_00251_00022.png
45,43,5,6,40,38,44,Train/44/00044_00251_00023.png
46,44,5,6,41,39,44,Train/44/00044_00251_00024.png
48,45,6,6,43,40,44,Train/44/00044_00251_00025.png
49,47,5,5,44,41,44,Train/44/00044_00251_00026.png
51,49,6,6,46,44,44,Train/44/00044_00251_00027.png
53,51,6,6,48,45,44,Train/44/00044_00251_00028.png
54,51,6,5,49,46,44,Train/44/00044_00252_00000.png
57,54,6,6,51,49,44,Train/44/00044_00252_00001.png
58,56,5,6,53,51,44,Train/44/00044_00252_00002.png
62,58,5,5,57,53,44,Train/44/00044_00252_00003.png
64,61,5,6,58,56,44,Train/44/00044_00252_00004.png
67,64,6,6,61,59,44,Train/44/00044_00252_00005.png
73,71,6,6,67,65,44,Train/44/00044_00252_00006.png
77,75,7,7,71,69,44,Train/44/00044_00252_00007.png
83,80,8,8,76,73,44,Train/44/00044_00252_00008.png
92,86,8,7,84,79,44,Train/44/00044_00252_00009.png
100,95,9,9,92,87,44,Train/44/00044_00252_00010.png
106,99,10,9,97,91,44,Train/44/00044_00252_00011.png
117,118,7,11,107,108,44,Train/44/00044_00252_00012.png
29,29,6,6,24,24,44,Train/44/00044_00252_00013.png
29,29,6,6,24,24,44,Train/44/00044_00252_00014.png
31,31,6,6,26,26,44,Train/44/00044_00252_00015.png
30,31,5,6,25,26,44,Train/44/00044_00252_00016.png
32,33,5,6,27,28,44,Train/44/00044_00252_00017.png
32,33,5,6,27,28,44,Train/44/00044_00252_00018.png
33,32,6,5,28,27,44,Train/44/00044_00252_00019.png
33,33,6,6,28,28,44,Train/44/00044_00252_00020.png
34,33,6,5,29,28,44,Train/44/00044_00252_00021.png
33,34,5,6,28,29,44,Train/44/00044_00252_00022.png
33,34,5,6,28,29,44,Train/44/00044_00252_00023.png
36,35,6,5,31,30,44,Train/44/00044_00252_00024.png
36,36,5,5,31,31,44,Train/44/00044_00252_00025.png
36,37,5,6,31,32,44,Train/44/00044_00252_00026.png
37,37,6,6,32,32,44,Train/44/00044_00252_00027.png
37,37,6,6,32,32,44,Train/44/00044_00252_00028.png
41,41,6,6,36,36,44,Train/44/00044_00253_00000.png
41,41,6,6,36,36,44,Train/44/00044_00253_00001.png
41,40,6,5,36,35,44,Train/44/00044_00253_00002.png
40,41,5,6,35,36,44,Train/44/00044_00253_00003.png
41,40,6,5,36,35,44,Train/44/00044_00253_00004.png
40,41,5,6,35,36,44,Train/44/00044_00253_00005.png
40,40,5,5,35,35,44,Train/44/00044_00253_00006.png
42,42,5,5,37,37,44,Train/44/00044_00253_00007.png
44,44,6,6,39,39,44,Train/44/00044_00253_00008.png
47,46,6,5,42,41,44,Train/44/00044_00253_00009.png
48,49,5,6,43,44,44,Train/44/00044_00253_00010.png
52,53,5,6,47,48,44,Train/44/00044_00253_00011.png
54,55,5,6,49,50,44,Train/44/00044_00253_00012.png
58,58,5,5,53,53,44,Train/44/00044_00253_00013.png
28,26,5,6,22,21,44,Train/44/00044_00253_00014.png
28,26,5,5,22,20,44,Train/44/00044_00253_00015.png
30,28,6,6,24,22,44,Train/44/00044_00253_00016.png
30,29,5,6,25,24,44,Train/44/00044_00253_00017.png
30,29,5,6,25,24,44,Train/44/00044_00253_00018.png
32,29,6,5,27,24,44,Train/44/00044_00253_00019.png
32,29,5,5,26,24,44,Train/44/00044_00253_00020.png
32,31,5,6,27,26,44,Train/44/00044_00253_00021.png
33,30,6,5,28,25,44,Train/44/00044_00253_00022.png
33,31,5,5,27,25,44,Train/44/00044_00253_00023.png
35,32,6,5,30,27,44,Train/44/00044_00253_00024.png
36,33,5,5,30,28,44,Train/44/00044_00253_00025.png
38,35,6,6,33,30,44,Train/44/00044_00253_00026.png
39,35,6,5,33,29,44,Train/44/00044_00253_00027.png
40,37,6,6,34,31,44,Train/44/00044_00253_00028.png
40,37,5,6,34,32,44,Train/44/00044_00254_00000.png
40,38,5,5,35,32,44,Train/44/00044_00254_00001.png
43,40,6,6,38,35,44,Train/44/00044_00254_00002.png
44,42,6,6,39,36,44,Train/44/00044_00254_00003.png
46,42,6,5,41,37,44,Train/44/00044_00254_00004.png
48,44,6,5,43,39,44,Train/44/00044_00254_00005.png
49,47,5,6,44,42,44,Train/44/00044_00254_00006.png
49,47,5,6,44,42,44,Train/44/00044_00254_00007.png
51,48,5,5,46,43,44,Train/44/00044_00254_00008.png
51,48,5,5,46,43,44,Train/44/00044_00254_00009.png
53,50,6,6,48,45,44,Train/44/00044_00254_00010.png
55,51,6,5,50,46,44,Train/44/00044_00254_00011.png
59,55,5,6,54,50,44,Train/44/00044_00254_00012.png
68,60,7,5,62,55,44,Train/44/00044_00254_00013.png
74,67,7,6,68,61,44,Train/44/00044_00254_00014.png
27,25,6,5,22,20,44,Train/44/00044_00254_00015.png
27,27,6,6,22,21,44,Train/44/00044_00254_00016.png
28,28,5,6,22,22,44,Train/44/00044_00254_00017.png
29,27,5,5,23,22,44,Train/44/00044_00254_00018.png
30,28,6,5,25,22,44,Train/44/00044_00254_00019.png
30,28,6,6,25,23,44,Train/44/00044_00254_00020.png
31,29,6,6,26,24,44,Train/44/00044_00254_00021.png
32,30,5,6,26,25,44,Train/44/00044_00254_00022.png
33,31,6,5,28,25,44,Train/44/00044_00254_00023.png
35,31,6,5,29,25,44,Train/44/00044_00254_00024.png
35,32,5,6,29,27,44,Train/44/00044_00254_00025.png
35,34,5,6,30,28,44,Train/44/00044_00254_00026.png
37,35,5,6,31,29,44,Train/44/00044_00254_00027.png
38,36,5,6,32,30,44,Train/44/00044_00254_00028.png
39,36,5,5,33,30,44,Train/44/00044_00255_00000.png
41,38,6,6,35,32,44,Train/44/00044_00255_00001.png
41,39,5,6,36,33,44,Train/44/00044_00255_00002.png
43,40,6,6,38,34,44,Train/44/00044_00255_00003.png
45,42,5,6,40,36,44,Train/44/00044_00255_00004.png
49,44,6,6,44,39,44,Train/44/00044_00255_00005.png
50,44,6,5,45,39,44,Train/44/00044_00255_00006.png
52,46,5,5,47,40,44,Train/44/00044_00255_00007.png
55,49,5,5,50,43,44,Train/44/00044_00255_00008.png
60,52,6,5,54,46,44,Train/44/00044_00255_00009.png
62,55,5,6,57,50,44,Train/44/00044_00255_00010.png
67,57,6,6,61,52,44,Train/44/00044_00255_00011.png
72,60,6,5,65,55,44,Train/44/00044_00255_00012.png
76,66,6,6,69,60,44,Train/44/00044_00255_00013.png
84,71,8,6,76,64,44,Train/44/00044_00255_00014.png
89,75,8,6,81,69,44,Train/44/00044_00255_00015.png
27,27,6,6,22,22,44,Train/44/00044_00255_00016.png
27,27,6,6,22,22,44,Train/44/00044_00255_00017.png
26,27,5,6,21,22,44,Train/44/00044_00255_00018.png
27,28,5,6,22,23,44,Train/44/00044_00255_00019.png
27,28,5,6,22,23,44,Train/44/00044_00255_00020.png
28,28,6,6,23,23,44,Train/44/00044_00255_00021.png
27,28,5,6,22,23,44,Train/44/00044_00255_00022.png
27,28,5,6,22,23,44,Train/44/00044_00255_00023.png
27,28,5,6,22,23,44,Train/44/00044_00255_00024.png
28,28,5,5,23,23,44,Train/44/00044_00255_00025.png
27,27,5,5,22,22,44,Train/44/00044_00255_00026.png
28,29,5,6,23,24,44,Train/44/00044_00255_00027.png
28,28,5,5,23,23,44,Train/44/00044_00255_00028.png
30,30,5,5,25,25,44,Train/44/00044_00256_00000.png
30,30,5,5,25,25,44,Train/44/00044_00256_00001.png
31,32,5,6,25,27,44,Train/44/00044_00256_00002.png
33,32,6,5,28,27,44,Train/44/00044_00256_00003.png
